district_name,district_code,churn_intake_enroll,percent_churn,percent_intake,stability_enroll,percent_stability,year
Southern Worcester County Regional Vocational Technical,08760000,"1,155",4.4,1.6,"1,149",96.1,2019-20
Southwick-Tolland-Granville Regional School District,07660000,"1,533",5.0,3.2,"1,493",97.6,2019-20
Spencer-E Brookfield,07670000,"1,481",10.9,7.1,"1,393",94.8,2019-20
Springfield,02810000,"26,615",17.6,11.0,"25,292",88.9,2019-20
Springfield Preparatory Charter School (District),35100000,329,3.0,1.8,327,97.6,2019-20
Stoneham,02840000,"2,432",6.7,4.9,"2,379",95.5,2019-20
Stoughton,02850000,"3,637",9.1,6.3,"3,505",94.4,2019-20
Sturbridge,02870000,923,4.9,3.5,897,97.9,2019-20
Sturgis Charter Public (District),04890000,872,7.3,4.7,843,95.8,2019-20
Sudbury,02880000,"2,712",3.6,2.4,"2,666",98.1,2019-20
Sunderland,02890000,234,12.4,9.4,223,91.9,2019-20
Sutton,02900000,"1,387",3.0,1.5,"1,371",98.2,2019-20
Swampscott,02910000,"2,274",5.0,2.8,"2,227",97.2,2019-20
Swansea,02920000,"2,150",4.2,1.8,"2,125",97.0,2019-20
Tantasqua,07700000,"1,825",5.6,1.8,"1,811",95.7,2019-20
Taunton,02930000,"8,404",9.1,5.0,"8,069",96.0,2019-20
TEC Connections Academy Commonwealth Virtual School District,39020000,"2,962",47.1,34.4,"2,273",68.9,2019-20
Tewksbury,02950000,"3,420",4.7,2.6,"3,366",96.9,2019-20
Tisbury,02960000,327,17.1,12.2,302,89.7,2019-20
Topsfield,02980000,653,2.1,0.8,648,98.6,2019-20
Tri-County Regional Vocational Technical,08780000,977,3.0,0.8,970,97.7,2019-20
Triton,07730000,"2,415",5.4,3.0,"2,377",96.2,2019-20
Truro,03000000,116,3.4,1.7,114,98.2,2019-20
Tyngsborough,03010000,"1,680",5.3,3.6,"1,636",97.2,2019-20
UP Academy Charter School of Boston (District),04800000,453,29.8,20.3,451,70.5,2019-20
UP Academy Charter School of Dorchester (District),35050000,752,25.7,18.4,743,75.2,2019-20
Up-Island Regional,07740000,427,8.4,4.7,417,94.0,2019-20
Upper Cape Cod Regional Vocational Technical,08790000,713,3.8,0.7,710,96.6,2019-20
Uxbridge,03040000,"1,776",6.6,4.2,"1,733",95.7,2019-20
Veritas Preparatory Charter School (District),04980000,393,9.2,3.8,378,94.4,2019-20
Wachusett,07750000,"7,197",5.9,3.0,"7,075",97.1,2019-20
Wakefield,03050000,"3,527",2.5,1.5,"3,486",98.7,2019-20
Wales,03060000,151,12.6,6.6,145,91.0,2019-20
Walpole,03070000,"3,791",4.3,2.8,"3,700",98.1,2019-20
Waltham,03080000,"6,058",11.8,7.8,"5,798",92.9,2019-20
Ware,03090000,"1,198",8.4,5.8,"1,140",96.2,2019-20
Wareham,03100000,"2,226",11.1,6.2,"2,149",92.4,2019-20
Watertown,03140000,"2,784",8.1,5.4,"2,680",95.6,2019-20
Wayland,03150000,"2,739",1.9,1.3,"2,710",99.1,2019-20
Webster,03160000,"1,937",14.0,8.0,"1,850",90.1,2019-20
Wellesley,03170000,"4,946",2.9,2.0,"4,872",98.7,2019-20
Wellfleet,03180000,107,4.7,1.9,106,96.2,2019-20
West Boylston,03220000,930,5.5,2.7,910,96.6,2019-20
West Bridgewater,03230000,"1,396",3.8,2.1,"1,376",97.6,2019-20
West Springfield,03320000,"4,292",10.1,6.2,"4,124",93.7,2019-20
Westborough,03210000,"4,112",7.9,4.4,"3,979",95.3,2019-20
Westfield,03250000,"5,439",6.2,3.6,"5,284",96.9,2019-20
Westford,03260000,"5,020",4.0,2.9,"4,936",97.8,2019-20
Westhampton,03270000,122,1.6,0.8,121,99.2,2019-20
Weston,03300000,"2,056",1.8,1.2,"2,038",99.0,2019-20
Westport,03310000,"1,458",4.5,2.6,"1,423",97.9,2019-20
Westwood,03350000,"3,030",1.8,1.3,"2,999",99.3,2019-20
Weymouth,03360000,"6,061",12.0,8.9,"5,806",92.1,2019-20
Whately,03370000,129,1.6,1.6,127,100.0,2019-20
Whitman-Hanson,07800000,"3,877",6.3,4.3,"3,775",96.4,2019-20
Whittier Regional Vocational Technical,08850000,"1,269",2.8,0.9,"1,260",97.9,2019-20
Williamsburg,03400000,145,5.5,4.8,139,98.6,2019-20
Wilmington,03420000,"3,200",2.5,1.3,"3,170",98.5,2019-20
Winchendon,03430000,"1,302",10.9,5.6,"1,246",93.7,2019-20
Winchester,03440000,"4,762",2.9,1.9,"4,689",98.7,2019-20
Winthrop,03460000,"2,037",8.1,5.4,"1,977",94.6,2019-20
Woburn,03470000,"4,648",8.1,4.9,"4,496",95.4,2019-20
Worcester,03480000,"26,611",12.9,6.8,"25,474",92.8,2019-20
Worthington,03490000,95,9.5,8.4,89,96.6,2019-20
Wrentham,03500000,975,6.5,5.2,956,95.4,2019-20
Abby Kelley Foster Charter Public (District),04450000,"1,440",3.4,1.9,"1,432",97.1,2018-19
Abington,00010000,"2,152",7.6,5.1,"2,065",96.3,2018-19
Academy Of the Pacific Rim Charter Public (District),04120000,550,10.2,6.9,532,92.9,2018-19
Acton-Boxborough,06000000,"5,684",4.2,2.5,"5,571",97.8,2018-19
Acushnet,00030000,"1,037",5.0,3.6,"1,009",97.6,2018-19
Adams-Cheshire,06030000,"1,224",10.9,6.9,"1,165",93.6,2018-19
Advanced Math and Science Academy Charter (District),04300000,982,3.0,1.6,975,97.7,2018-19
Agawam,00050000,"3,894",8.9,4.5,"3,798",93.5,2018-19
Alma del Mar Charter School (District),04090000,458,10.0,6.6,447,92.2,2018-19
Amesbury,00070000,"2,155",9.3,3.8,"2,091",93.9,2018-19
Amherst,00080000,"1,187",11.7,7.0,"1,134",92.8,2018-19
Amherst-Pelham,06050000,"1,383",7.4,3.2,"1,348",95.0,2018-19
Andover,00090000,"6,087",4.0,2.4,"5,974",97.9,2018-19
Argosy Collegiate Charter School (District),35090000,483,10.4,3.1,470,92.1,2018-19
Arlington,00100000,"6,080",4.2,2.5,"5,953",97.8,2018-19
Ashburnham-Westminster,06100000,"2,408",4.7,2.6,"2,358",97.4,2018-19
Ashland,00140000,"2,939",6.0,3.8,"2,847",97.0,2018-19
Assabet Valley Regional Vocational Technical,08010000,"1,141",3.0,1.0,"1,137",97.4,2018-19
Athol-Royalston,06150000,"1,588",14.1,9.3,"1,476",92.5,2018-19
Atlantis Charter (District),04910000,"1,315",5.6,3.0,"1,303",95.2,2018-19
Attleboro,00160000,"6,191",11.1,7.2,"5,960",93.2,2018-19
Auburn,00170000,"2,701",6.5,5.0,"2,630",96.0,2018-19
Avon,00180000,764,10.2,5.0,736,93.2,2018-19
Ayer Shirley School District,06160000,"1,776",7.7,4.4,"1,715",95.7,2018-19
Barnstable,00200000,"5,082",10.8,7.6,"4,833",93.9,2018-19
Barnstable Community Horace Mann Charter Public (District),04270000,292,2.1,0.0,292,97.9,2018-19
Baystate Academy Charter Public School (District),35020000,512,11.9,3.5,509,88.6,2018-19
Bedford,00230000,"2,716",4.5,2.7,"2,663",97.4,2018-19
Belchertown,00240000,"2,332",4.6,2.8,"2,272",97.9,2018-19
Bellingham,00250000,"2,309",6.7,2.9,"2,254",95.7,2018-19
Belmont,00260000,"4,755",4.7,2.9,"4,632",97.9,2018-19
Benjamin Banneker Charter Public (District),04200000,354,3.4,1.4,354,96.6,2018-19
Benjamin Franklin Classical Charter Public (District),04470000,461,1.5,0.7,459,98.9,2018-19
Bentley Academy Charter School (District),35110000,345,10.4,7.5,340,90.9,2018-19
Berkley,00270000,907,2.4,1.5,894,99.0,2018-19
Berkshire Arts and Technology Charter Public (District),04140000,389,8.2,2.1,381,93.7,2018-19
Berkshire Hills,06180000,"1,230",4.8,2.7,"1,204",97.3,2018-19
Berlin,00280000,196,10.7,8.2,187,93.6,2018-19
Berlin-Boylston,06200000,590,2.5,0.8,586,98.1,2018-19
Beverly,00300000,"4,724",6.6,4.6,"4,569",96.7,2018-19
Billerica,00310000,"4,962",8.5,5.4,"4,809",94.7,2018-19
Blackstone Valley Regional Vocational Technical,08050000,"1,231",1.4,0.2,"1,231",98.6,2018-19
Blackstone-Millville,06220000,"1,768",6.9,4.2,"1,710",96.4,2018-19
Blue Hills Regional Vocational Technical,08060000,859,2.8,1.4,854,97.8,2018-19
Boston,00350000,"56,006",20.7,12.7,"53,041",85.7,2018-19
Boston Collegiate Charter (District),04490000,712,6.6,4.2,697,95.4,2018-19
Boston Day and Evening Academy Charter (District),04240000,550,50.7,27.3,446,60.8,2018-19
Boston Green Academy Horace Mann Charter School (District),04110000,510,15.1,6.5,503,86.1,2018-19
Boston Preparatory Charter Public (District),04160000,541,6.8,3.7,527,95.6,2018-19
Boston Renaissance Charter Public (District),04810000,966,3.8,1.1,957,97.1,2018-19
Bourne,00360000,"2,027",8.9,5.4,"1,950",94.7,2018-19
Boxford,00380000,726,2.1,1.7,718,99.0,2018-19
Boylston,00390000,307,8.5,6.5,299,94.0,2018-19
Braintree,00400000,"5,994",5.4,2.8,"5,858",97.1,2018-19
Brewster,00410000,494,6.1,3.2,480,96.7,2018-19
Bridge Boston Charter School (District),04170000,346,6.1,2.0,343,94.8,2018-19
Bridgewater-Raynham,06250000,"5,554",6.3,4.0,"5,384",96.8,2018-19
Brimfield,00430000,304,5.9,3.9,294,97.3,2018-19
Bristol County Agricultural,09100000,461,3.5,0.4,460,96.7,2018-19
Bristol-Plymouth Regional Vocational Technical,08100000,"1,293",4.2,0.8,"1,288",96.2,2018-19
Brockton,00440000,"17,456",15.5,10.0,"16,408",91.6,2018-19
Brooke Charter School (District),04280000,"1,900",6.0,2.3,"1,881",94.9,2018-19
Brookfield,00450000,328,6.7,4.0,317,96.5,2018-19
Brookline,00460000,"8,179",9.0,5.1,"7,900",94.4,2018-19
Burlington,00480000,"3,657",7.4,5.1,"3,546",95.5,2018-19
Cambridge,00490000,"7,369",10.9,7.0,"7,065",93.2,2018-19
Canton,00500000,"3,380",5.1,3.3,"3,289",97.6,2018-19
Cape Cod Lighthouse Charter (District),04320000,248,4.8,2.4,243,97.1,2018-19
Cape Cod Regional Vocational Technical,08150000,594,6.7,3.0,577,96.0,2018-19
Carlisle,00510000,610,3.0,1.8,599,98.8,2018-19
Carver,00520000,"1,607",5.2,3.4,"1,558",97.8,2018-19
Central Berkshire,06350000,"1,632",6.4,3.4,"1,583",96.6,2018-19
Chelmsford,00560000,"5,145",7.1,4.8,"4,994",95.9,2018-19
Chelsea,00570000,"6,676",17.7,10.5,"6,206",88.7,2018-19
Chesterfield-Goshen,06320000,133,3.8,2.3,130,98.5,2018-19
Chicopee,00610000,"7,819",12.9,8.0,"7,422",92.4,2018-19
Christa McAuliffe Charter Public (District),04180000,403,4.5,0.7,400,96.3,2018-19
City on a Hill Charter Public School Circuit Street (District),04370000,287,20.9,5.2,280,81.1,2018-19
City on a Hill Charter Public School Dudley Square (District),35040000,265,13.2,2.6,260,88.5,2018-19
City on a Hill Charter Public School New Bedford (District),35070000,237,23.2,4.2,227,80.2,2018-19
Clarksburg,00630000,192,6.3,1.6,189,95.2,2018-19
Clinton,00640000,"1,989",10.7,7.3,"1,863",95.3,2018-19
Codman Academy Charter Public (District),04380000,361,10.2,5.8,350,92.6,2018-19
Cohasset,00650000,"1,564",2.1,0.8,"1,557",98.3,2018-19
Collegiate Charter School of Lowell (District),35030000,877,9.6,5.1,854,92.9,2018-19
Community Charter School of Cambridge (District),04360000,340,6.2,2.9,333,95.8,2018-19
Community Day Charter Public School - Gateway (District),04260000,363,2.5,1.4,360,98.3,2018-19
Community Day Charter Public School - Prospect (District),04400000,401,1.0,0.2,400,99.3,2018-19
Community Day Charter Public School - R. Kingman Webster (District),04310000,363,2.2,0.8,360,98.6,2018-19
Concord,00670000,"2,143",3.6,2.3,"2,102",98.4,2018-19
Concord-Carlisle,06400000,"1,287",2.3,1.2,"1,278",98.4,2018-19
Conservatory Lab Charter (District),04390000,465,12.9,8.4,452,89.6,2018-19
Conway,00680000,135,2.2,2.2,135,97.8,2018-19
Danvers,00710000,"3,571",5.5,3.0,"3,480",97.0,2018-19
Dartmouth,00720000,"3,737",5.2,2.5,"3,665",96.7,2018-19
Dedham,00730000,"2,769",7.1,4.2,"2,688",95.8,2018-19
Deerfield,00740000,399,7.3,6.0,392,94.4,2018-19
Dennis-Yarmouth,06450000,"3,189",11.2,7.1,"3,037",93.3,2018-19
Dighton-Rehoboth,06500000,"2,992",5.2,3.6,"2,911",97.4,2018-19
Douglas,00770000,"1,336",5.2,2.8,"1,302",97.2,2018-19
Dover,00780000,509,3.3,2.6,499,98.6,2018-19
Dover-Sherborn,06550000,"1,206",1.8,1.0,"1,199",98.7,2018-19
Dracut,00790000,"3,716",7.5,4.7,"3,587",96.2,2018-19
Dudley Street Neighborhood Charter School (District),04070000,296,20.3,9.8,273,86.4,2018-19
Dudley-Charlton Reg,06580000,"3,922",5.9,3.4,"3,807",97.0,2018-19
Duxbury,00820000,"3,040",1.4,1.0,"3,016",99.3,2018-19
East Bridgewater,00830000,"2,303",4.3,2.6,"2,260",97.6,2018-19
East Longmeadow,00870000,"2,679",4.3,2.6,"2,629",97.6,2018-19
Eastham,00850000,187,13.4,8.6,174,93.1,2018-19
Easthampton,00860000,"1,633",7.9,4.8,"1,563",96.5,2018-19
Easton,00880000,"3,705",4.3,2.9,"3,640",97.4,2018-19
Edgartown,00890000,403,16.6,11.7,369,91.1,2018-19
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,402,14.9,8.7,391,87.5,2018-19
Erving,00910000,133,12.0,11.3,129,90.7,2018-19
Essex North Shore Agricultural and Technical School District,08170000,"1,419",3.4,1.0,"1,414",97.0,2018-19
Everett,00930000,"7,869",22.3,13.1,"7,334",84.1,2018-19
Excel Academy Charter (District),04100000,"1,351",9.0,4.1,"1,309",94.0,2018-19
Fairhaven,00940000,"2,091",6.5,4.2,"2,030",96.5,2018-19
Fall River,00950000,"10,901",17.4,10.8,"10,142",90.6,2018-19
Falmouth,00960000,"3,456",8.5,5.4,"3,362",94.2,2018-19
Farmington River Reg,06620000,125,16.0,12.0,118,89.0,2018-19
Fitchburg,00970000,"5,823",18.6,11.6,"5,408",88.7,2018-19
Florida,00980000,92,9.8,7.6,87,95.4,2018-19
Four Rivers Charter Public (District),04130000,227,7.0,3.1,221,95.5,2018-19
Foxborough,00990000,"2,648",5.7,3.8,"2,567",97.3,2018-19
Foxborough Regional Charter (District),04460000,"1,652",5.0,2.2,"1,638",95.8,2018-19
Framingham,01000000,"9,517",13.2,8.6,"8,934",92.8,2018-19
Francis W. Parker Charter Essential (District),04780000,405,5.4,2.7,401,95.5,2018-19
Franklin,01010000,"5,306",3.6,2.1,"5,231",97.9,2018-19
Franklin County Regional Vocational Technical,08180000,499,5.0,1.6,495,95.8,2018-19
Freetown-Lakeville,06650000,"2,894",5.6,3.1,"2,821",97.0,2018-19
Frontier,06700000,667,5.2,3.3,649,97.4,2018-19
Gardner,01030000,"2,455",13.0,7.4,"2,312",92.8,2018-19
Gateway,06720000,895,13.1,8.8,840,92.7,2018-19
Georgetown,01050000,"1,422",6.8,5.2,"1,405",94.3,2018-19
Gill-Montague,06740000,984,8.9,5.3,940,95.5,2018-19
Global Learning Charter Public (District),04960000,510,3.9,2.2,509,96.3,2018-19
Gloucester,01070000,"3,026",8.2,5.2,"2,906",95.8,2018-19
Grafton,01100000,"3,257",4.2,2.9,"3,174",98.3,2018-19
Granby,01110000,759,5.9,4.1,731,97.7,2018-19
Greater Fall River Regional Vocational Technical,08210000,"1,430",4.3,1.3,"1,421",96.3,2018-19
Greater Lawrence Regional Vocational Technical,08230000,"1,581",3.2,0.1,"1,579",96.9,2018-19
Greater Lowell Regional Vocational Technical,08280000,"2,275",5.7,2.2,"2,269",94.5,2018-19
Greater New Bedford Regional Vocational Technical,08250000,"2,161",3.4,0.2,"2,159",96.7,2018-19
Greenfield,01140000,"1,826",11.1,7.0,"1,734",93.7,2018-19
Greenfield Commonwealth Virtual District,39010000,768,44.9,32.9,602,70.3,2018-19
Groton-Dunstable,06730000,"2,432",2.1,1.4,"2,406",98.9,2018-19
Hadley,01170000,563,7.8,5.9,537,96.6,2018-19
Halifax,01180000,619,3.2,1.8,609,98.4,2018-19
Hamilton-Wenham,06750000,"1,804",4.6,2.5,"1,781",96.6,2018-19
Hampden Charter School of Science East (District),04990000,527,12.1,4.4,512,90.4,2018-19
Hampden Charter School of Science West (District),35160000,254,33.1,16.9,218,78.0,2018-19
Hampden-Wilbraham,06800000,"3,125",4.8,2.4,"3,066",97.2,2018-19
Hampshire,06830000,734,4.5,2.5,722,97.1,2018-19
Hancock,01210000,45,24.4,24.4,34,100.0,2018-19
Hanover,01220000,"2,702",3.2,2.2,"2,652",98.6,2018-19
Harvard,01250000,"1,095",4.1,3.0,"1,066",98.5,2018-19
Hatfield,01270000,456,5.9,3.7,441,97.3,2018-19
Haverhill,01280000,"8,554",12.5,7.4,"8,087",93.3,2018-19
Hawlemont,06850000,157,5.7,3.2,152,97.4,2018-19
Helen Y. Davis Leadership Academy Charter Public (District),04190000,240,32.1,12.9,224,72.8,2018-19
Hill View Montessori Charter Public (District),04550000,315,7.3,4.4,309,94.5,2018-19
Hilltown Cooperative Charter Public (District),04500000,219,2.3,1.4,218,98.2,2018-19
Hingham,01310000,"4,311",3.6,2.5,"4,249",97.8,2018-19
Holbrook,01330000,"1,328",9.6,6.4,"1,264",95.0,2018-19
Holland,01350000,238,8.0,5.9,226,96.9,2018-19
Holliston,01360000,"2,941",3.4,1.7,"2,896",98.1,2018-19
Holyoke,01370000,"5,760",19.5,11.5,"5,296",88.7,2018-19
Holyoke Community Charter (District),04530000,722,5.1,2.5,704,97.3,2018-19
Hopedale,01380000,"1,118",3.8,1.9,"1,099",97.9,2018-19
Hopkinton,01390000,"3,781",3.5,2.5,"3,694",98.8,2018-19
Hudson,01410000,"2,648",8.0,4.9,"2,550",95.7,2018-19
Hull,01420000,925,8.0,3.7,906,93.9,2018-19
Innovation Academy Charter (District),04350000,810,3.7,1.7,800,97.5,2018-19
Ipswich,01440000,"1,761",5.6,3.2,"1,722",96.6,2018-19
King Philip,06900000,"2,060",3.5,1.8,"2,030",97.9,2018-19
Kingston,01450000,"1,070",4.4,2.5,"1,044",98.0,2018-19
KIPP Academy Boston Charter School (District),04630000,613,10.0,7.0,600,92.0,2018-19
KIPP Academy Lynn Charter (District),04290000,"1,497",6.3,3.1,"1,482",94.6,2018-19
Lawrence,01490000,"15,134",21.2,12.7,"14,166",85.7,2018-19
Lawrence Family Development Charter (District),04540000,769,3.1,1.4,766,97.3,2018-19
Lee,01500000,732,8.9,4.8,706,94.5,2018-19
Leicester,01510000,"1,586",9.3,5.4,"1,544",93.1,2018-19
Lenox,01520000,766,3.4,1.8,757,97.8,2018-19
Leominster,01530000,"6,386",13.0,7.7,"6,057",93.4,2018-19
Leverett,01540000,144,9.7,4.2,138,94.2,2018-19
Lexington,01550000,"7,435",4.3,2.6,"7,285",97.9,2018-19
Libertas Academy Charter School (District),35140000,193,29.0,16.6,186,73.7,2018-19
Lincoln,01570000,"1,300",18.6,8.8,"1,209",87.5,2018-19
Lincoln-Sudbury,06950000,"1,541",2.5,1.0,"1,529",98.3,2018-19
Littleton,01580000,"1,691",4.1,2.4,"1,657",97.9,2018-19
Longmeadow,01590000,"2,915",3.2,1.5,"2,880",98.1,2018-19
Lowell,01600000,"15,699",14.7,8.1,"14,827",91.4,2018-19
Lowell Community Charter Public (District),04560000,821,3.2,0.7,821,96.8,2018-19
Lowell Middlesex Academy Charter (District),04580000,129,51.2,20.9,110,57.3,2018-19
Ludlow,01610000,"2,667",6.3,3.1,"2,600",96.2,2018-19
Lunenburg,01620000,"1,700",5.9,3.4,"1,656",96.6,2018-19
Lynn,01630000,"16,878",15.7,10.4,"15,813",91.4,2018-19
Lynnfield,01640000,"2,218",1.7,1.0,"2,201",99.1,2018-19
Ma Academy for Math and Science,04680000,99,1.0,0.0,99,99.0,2018-19
Malden,01650000,"7,097",19.0,13.5,"6,601",87.5,2018-19
Manchester Essex Regional,06980000,"1,408",2.8,1.2,"1,392",98.3,2018-19
Mansfield,01670000,"3,897",4.7,2.3,"3,827",97.0,2018-19
Map Academy Charter School (District),35170000,159,40.9,26.4,130,72.3,2018-19
Marblehead,01680000,"3,113",4.1,2.1,"3,061",97.6,2018-19
Marblehead Community Charter Public (District),04640000,236,7.6,4.2,230,94.8,2018-19
Marion,01690000,470,8.9,5.5,449,95.3,2018-19
Marlborough,01700000,"5,071",14.9,9.9,"4,688",92.6,2018-19
Marshfield,01710000,"4,132",3.8,2.5,"4,061",98.0,2018-19
Martha's Vineyard,07000000,664,10.2,4.2,646,92.3,2018-19
Martha's Vineyard Charter (District),04660000,186,7.0,2.2,182,95.1,2018-19
Martin Luther King Jr. Charter School of Excellence (District),04920000,383,9.7,4.4,376,92.0,2018-19
Masconomet,07050000,"1,801",2.4,0.8,"1,791",98.1,2018-19
Mashpee,01720000,"1,679",7.8,4.4,"1,632",94.9,2018-19
MATCH Charter Public School (District),04690000,"1,251",7.8,5.0,"1,215",95.0,2018-19
Mattapoisett,01730000,451,3.3,2.4,442,98.6,2018-19
Maynard,01740000,"1,399",7.3,3.6,"1,355",95.7,2018-19
Medfield,01750000,"2,621",3.2,2.7,"2,602",97.5,2018-19
Medford,01760000,"4,416",9.8,6.3,"4,253",93.8,2018-19
Medway,01770000,"2,244",2.1,0.7,"2,234",98.3,2018-19
Melrose,01780000,"4,063",5.2,2.9,"3,973",97.0,2018-19
Mendon-Upton,07100000,"2,343",4.3,2.7,"2,304",97.4,2018-19
Methuen,01810000,"7,286",11.9,8.9,"6,947",92.5,2018-19
Middleborough,01820000,"3,072",7.0,3.6,"3,000",95.2,2018-19
Middleton,01840000,719,3.5,2.8,700,99.1,2018-19
Milford,01850000,"4,590",14.3,10.7,"4,291",91.8,2018-19
Millbury,01860000,"1,756",7.5,4.8,"1,706",95.3,2018-19
Millis,01870000,"1,248",6.3,4.5,"1,228",95.3,2018-19
Milton,01890000,"4,354",3.1,1.7,"4,295",98.3,2018-19
Minuteman Regional Vocational Technical,08300000,524,4.2,1.7,516,97.3,2018-19
Mohawk Trail,07170000,945,9.6,5.1,919,93.3,2018-19
Monomoy Regional School District,07120000,"1,953",7.0,4.3,"1,902",95.5,2018-19
Monson,01910000,962,9.0,4.7,925,94.6,2018-19
Montachusett Regional Vocational Technical,08320000,"1,437",3.8,1.0,"1,430",96.7,2018-19
Mount Greylock,07150000,"1,227",5.8,2.8,"1,200",96.3,2018-19
